Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
1459,Manuel Lazzari,it ITA,DF,DF,Lazio,it Serie A,31,1993,10.4,0,4,2,50,0.38,0.19,0,0,0,0
1460,Andréa Le Borgne,fr FRA,MF,MF,Como,it Serie A,19,2006,0,0,0,0,0,0,0,0,0,0,0
1461,Théo Le Bris,fr FRA,MF,MF,Lorient,fr Ligue 1,22,2002,21,2,17,7,41.2,0.81,0.33,0.12,0.29,0,0
1462,Julien Le Cardinal,fr FRA,DF,DF,Brest,fr Ligue 1,27,1997,3.6,1,5,2,40,1.37,0.55,0.2,0.5,0,0
1463,Enzo Le Fée,fr FRA,MFFW,MF,Sunderland,eng Premier League,25,2000,32.6,5,36,12,33.3,1.11,0.37,0.06,0.17,3,4
1464,Raphael Le Guen,fr FRA,DF,DF,Brest,fr Ligue 1,18,2006,4.2,0,4,1,25,0.96,0.24,0,0,0,0
1465,Robin Le Normand,es ESP,DF,DF,Atlético Madrid,es La Liga,28,1996,19.9,1,6,1,16.7,0.3,0.05,0.17,1,0,0
1466,Nicola Leali,it ITA,GK,GK,Genoa,it Serie A,32,1993,20.5,0,0,0,0,0,0,0,0,0,0
1467,Rafael Leão,pt POR,FW,FW,Milan,it Serie A,26,1999,20.6,9,63,24,38.1,3.06,1.17,0.11,0.29,2,2
1468,Pierre Lees-Melou,fr FRA,MF,MF,Paris FC,fr Ligue 1,32,1993,19.8,1,27,6,22.2,1.36,0.3,0.04,0.17,0,0
1469,Pierre Lees-Melou,fr FRA,MF,MF,Brest,fr Ligue 1,32,1993,2,0,4,0,0,2,0,0,0,0,0
1470,Jordan Lefort,mr MTN,DF,DF,Angers,fr Ligue 1,31,1993,34,0,11,2,18.2,0.32,0.06,0,0,0,0
1471,Alexander Legendre,ec ECU,MF,MF,Rennes,fr Ligue 1,17,2008,0.5,0,1,0,0,2,0,0,0,0,0
1472,Diogo Leite,pt POR,DF,DF,Union Berlin,de Bundesliga,26,1999,21.8,0,10,1,10,0.46,0.05,0,0,0,0
1473,Maxim Leitsch,de GER,DF,DF,Mainz 05,de Bundesliga,27,1998,1.8,0,1,0,0,0.56,0,0,0,0,0
1474,Álvaro Leiva,es ESP,FW,FW,Real Madrid,es La Liga,22,2002,0,0,0,0,0,0,0,0,0,0,0
1475,Florian Lejeune,fr FRA,DF,DF,Rayo Vallecano,es La Liga,34,1991,35.9,2,50,18,36,1.39,0.5,0.04,0.11,0,0
1476,Youssef Lekhedim,es ESP,DFMF,DF,Alavés,es La Liga,19,2005,14.8,0,11,3,27.3,0.74,0.2,0,0,0,0
1477,Iñigo Lekue,es ESP,DF,DF,Athletic Club,es La Liga,32,1993,6.7,0,3,1,33.3,0.45,0.15,0,0,0,0
1478,Thomas Lemar,fr FRA,MF,MF,Girona,es La Liga,29,1995,14,3,17,8,47.1,1.22,0.57,0.18,0.38,0,0
1479,Félix Lemaréchal,fr FRA,MFFW,MF,Strasbourg,fr Ligue 1,21,2003,6.2,0,10,2,20,1.62,0.32,0,0,0,0
1480,Louis Lemke,de GER,DF,DF,Hamburger SV,de Bundesliga,15,2009,0,0,0,0,0,0,0,0,0,0,0
1481,Tim Lemperle,de GER,FW,FW,Hoffenheim,de Bundesliga,23,2002,21.6,8,53,21,39.6,2.45,0.97,0.13,0.33,1,1
1482,Ruben Lendinez,es ESP,DF,DF,Valencia,es La Liga,22,2003,0,0,0,0,0,0,0,0,0,0,0
1483,Clément Lenglet,fr FRA,DF,DF,Atlético Madrid,es La Liga,30,1995,15.5,0,5,0,0,0.32,0,0,0,0,0
1484,Bernd Leno,de GER,GK,GK,Fulham,eng Premier League,33,1992,38,0,0,0,0,0,0,0,0,0,0
1485,Donovan Léon,gf GUF,GK,GK,Auxerre,fr Ligue 1,32,1992,27.3,0,0,0,0,0,0,0,0,0,0
1486,Esteban Lepaul,fr FRA,FW,FW,Angers,fr Ligue 1,25,2000,1.9,1,3,1,33.3,1.55,0.52,0.33,1,0,0
1487,Esteban Lepaul,fr FRA,FW,FW,Rennes,fr Ligue 1,25,2000,27.9,20,84,37,44,3.01,1.33,0.2,0.46,3,4
1488,Johann Lepenant,fr FRA,MF,MF,Nantes,fr Ligue 1,22,2002,24.1,0,22,7,31.8,0.91,0.29,0,0,0,0
1489,Mehdi Léris,dz ALG,MF,MF,Pisa,it Serie A,27,1998,21.1,2,25,7,28,1.18,0.33,0.08,0.29,0,0
1490,Jefferson Lerma,co COL,MFDF,MF,Crystal Palace,eng Premier League,30,1994,19.3,0,19,7,36.8,0.99,0.36,0,0,0,0
1491,Louis Leroux,fr FRA,MFDF,MF,Nantes,fr Ligue 1,19,2006,16,1,15,3,20,0.94,0.19,0.07,0.33,0,0
1492,Robert Lewandowski,pl POL,FW,FW,Barcelona,es La Liga,36,1988,18.5,14,63,29,46,3.41,1.57,0.21,0.45,1,3
1493,Jamie Leweling,de GER,MF,MF,Stuttgart,de Bundesliga,24,2001,26.3,7,49,18,36.7,1.86,0.68,0.14,0.39,0,0
1494,Rico Lewis,eng ENG,DF,DF,Manchester City,eng Premier League,20,2004,4.5,0,3,0,0,0.66,0,0,0,0,0
1495,Keane Lewis-Potter,eng ENG,DFMF,DF,Brentford,eng Premier League,24,2001,21.9,3,31,9,29,1.41,0.41,0.1,0.33,0,0
1496,Myles Lewis-Skelly,eng ENG,MFDF,MF,Arsenal,eng Premier League,18,2006,7.9,0,2,0,0,0.25,0,0,0,0,0
1497,Luca Lezzerini,it ITA,GK,GK,Fiorentina,it Serie A,30,1995,0,0,0,0,0,0,0,0,0,0,0
1498,Philipp Lienhart,at AUT,DF,DF,Freiburg,de Bundesliga,29,1996,14.5,1,8,2,25,0.55,0.14,0.13,0.5,0,0
1499,Matthijs de Ligt,nl NED,DF,DF,Manchester Utd,eng Premier League,25,1999,13,1,11,3,27.3,0.85,0.23,0.09,0.33,0,0
1500,Pedro Lima,br BRA,MF,MF,Wolves,eng Premier League,19,2006,2.9,0,4,1,25,1.38,0.35,0,0,0,0
1501,Victor Lindelöf,se SWE,DFMF,DF,Aston Villa,eng Premier League,31,1994,10.5,0,3,0,0,0.28,0,0,0,0,0
1502,Jesper Lindstrøm,dk DEN,MF,MF,Wolfsburg,de Bundesliga,25,2000,4.2,0,9,5,55.6,2.14,1.19,0,0,0,0
1503,Luca Lipani,it ITA,MF,MF,Sassuolo,it Serie A,20,2005,11.5,0,12,3,25,1.04,0.26,0,0,0,0
1504,Pol Lirola,es ESP,MF,MF,Hellas Verona,it Serie A,27,1997,3.4,0,0,0,0,0,0,0,0,0,0
1505,Pol Lirola,es ESP,DFMF,DF,Marseille,fr Ligue 1,27,1997,0.4,0,0,0,0,0,0,0,0,0,0
1506,Adrián Liso,es ESP,FWMF,FW,Getafe,es La Liga,20,2005,18.9,3,26,10,38.5,1.37,0.53,0.12,0.3,0,0
1507,Joseph Liteta,zm ZAM,MF,MF,Cagliari,it Serie A,19,2006,2.9,0,0,0,0,0,0,0,0,0,0
1508,Tino Livramento,eng ENG,DF,DF,Newcastle,eng Premier League,22,2002,14.8,0,3,0,0,0.2,0,0,0,0,0
1509,Marin Ljubicic,hr CRO,FW,FW,Union Berlin,de Bundesliga,23,2002,0.2,2,2,2,100,8.18,8.18,1,1,0,0
1510,Javier Llabrés,es ESP,MF,MF,Mallorca,es La Liga,22,2002,2.1,0,5,2,40,2.41,0.96,0,0,0,0
1511,Diego Llorente,es ESP,DF,DF,Real Betis,es La Liga,31,1993,13.7,1,4,3,75,0.29,0.22,0.25,0.33,0,0
1512,Marcos Llorente,es ESP,DFMF,DF,Atlético Madrid,es La Liga,30,1995,24.2,0,18,6,33.3,0.74,0.25,0,0,0,0
1513,Gautier Lloris,fr FRA,DF,DF,Le Havre,fr Ligue 1,30,1995,26.6,1,12,4,33.3,0.45,0.15,0.08,0.25,0,0
1514,Giovani Lo Celso,ar ARG,MF,MF,Real Betis,es La Liga,29,1996,15.5,2,30,11,36.7,1.94,0.71,0.07,0.18,0,0
1515,Danny Loader,cm CMR,MFFW,MF,Auxerre,fr Ligue 1,24,2000,28,3,62,17,27.4,2.22,0.61,0.05,0.18,0,0
1516,Stanislav Lobotka,sk SVK,MF,MF,Napoli,it Serie A,30,1994,27,1,8,4,50,0.3,0.15,0.13,0.25,0,0
1517,Manuel Locatelli,it ITA,MF,MF,Juventus,it Serie A,27,1998,33.3,1,46,12,26.1,1.38,0.36,0.02,0.08,0,1
1518,Bradley Locko,fr FRA,DF,DF,Brest,fr Ligue 1,23,2002,14.3,0,2,1,50,0.14,0.07,0,0,0,0
1519,Ruben Loftus-Cheek,eng ENG,MFFW,MF,Milan,it Serie A,29,1996,12.6,3,29,6,20.7,2.3,0.48,0.1,0.5,0,0
1520,Sean Longstaff,eng ENG,MF,MF,Leeds United,eng Premier League,27,1997,11.2,2,16,4,25,1.42,0.36,0.13,0.5,0,0
1521,Ademola Lookman,ng NGA,FWMF,FW,Atalanta,it Serie A,27,1997,8.8,2,27,8,29.6,3.06,0.91,0.07,0.25,0,0
1522,Ademola Lookman,ng NGA,FWMF,FW,Atlético Madrid,es La Liga,27,1997,6.9,4,21,5,23.8,3.06,0.73,0.14,0.6,1,1
1523,Anthony Lopes,pt POR,GK,GK,Nantes,fr Ligue 1,34,1990,31,0,2,0,0,0.06,0,0,0,0,0
1524,David López,es ESP,DF,DF,Girona,es La Liga,35,1989,3.3,0,1,1,100,0.31,0.31,0,0,0,0
1525,David López,es ESP,DF,DF,Mallorca,es La Liga,22,2003,9.3,0,4,0,0,0.43,0,0,0,0,0
1526,Diego López,es ESP,MFFW,MF,Valencia,es La Liga,23,2002,19.6,4,28,8,28.6,1.43,0.41,0.14,0.5,0,0
1527,Fer López,es ESP,MF,MF,Wolves,eng Premier League,21,2004,2.6,0,5,1,20,1.91,0.38,0,0,0,0
1528,Fer López,es ESP,MFFW,MF,Celta Vigo,es La Liga,21,2004,13,1,13,5,38.5,1,0.38,0.08,0.2,0,0
1529,Fermin López,es ESP,MF,MF,Barcelona,es La Liga,22,2003,20,6,68,25,36.8,3.41,1.25,0.09,0.24,0,0
1530,Hugo López,es ESP,MF,MF,Villarreal,es La Liga,18,2007,0.6,0,0,0,0,0,0,0,0,0,0
1531,Javi López,es ESP,DF,DF,Oviedo,es La Liga,23,2002,19,0,7,1,14.3,0.37,0.05,0,0,0,0
1532,Julien López,dz ALG,FWMF,FW,Paris FC,fr Ligue 1,33,1992,0.5,0,0,0,0,0,0,0,0,0,0
1533,Maxime Lopez,fr FRA,MF,MF,Paris FC,fr Ligue 1,27,1997,21.8,0,13,6,46.2,0.6,0.28,0,0,0,0
1534,Pau López,es ESP,GK,GK,Real Betis,es La Liga,30,1994,9,0,0,0,0,0,0,0,0,0,0
1535,Unai López,es ESP,MF,MF,Rayo Vallecano,es La Liga,29,1995,17.9,0,22,4,18.2,1.23,0.22,0,0,0,0
1536,Dachi Lordkipanidze,ge GEO,MF,MF,Cremonese,it Serie A,20,2005,0.3,0,0,0,0,0,0,0,0,0,0
1537,Lorran,br BRA,FW,FW,Pisa,it Serie A,19,2006,1.4,1,3,1,33.3,2.21,0.74,0.33,1,0,0
1538,Iker Losada,es ESP,MF,MF,Levante,es La Liga,23,2001,10,3,14,4,28.6,1.4,0.4,0.21,0.75,0,0
1539,Simone Lottici Tessadri,it ITA,MF,MF,Cremonese,it Serie A,19,2006,0.1,0,1,0,0,15,0,0,0,0,0
1540,Tom Louchet,fr FRA,MF,MF,Nice,fr Ligue 1,22,2003,15.2,3,21,6,28.6,1.38,0.4,0.14,0.5,0,0
1541,Marius Louer,fr FRA,DF,DF,Angers,fr Ligue 1,18,2007,6,0,0,0,0,0,0,0,0,0,0
1542,Sandi Lovrić,si SVN,MF,MF,Udinese,it Serie A,27,1998,1.8,0,3,1,33.3,1.68,0.56,0,0,0,0
1543,Sandi Lovrić,si SVN,MF,MF,Hellas Verona,it Serie A,27,1998,3.4,0,2,1,50,0.58,0.29,0,0,0,0
1544,Felipe Loyola,cl CHI,MF,MF,Pisa,it Serie A,24,2000,6,1,9,1,11.1,1.51,0.17,0.11,1,0,0
1545,Pol Lozano,es ESP,MF,MF,Espanyol,es La Liga,25,1999,24,2,17,5,29.4,0.71,0.21,0.12,0.4,0,0
1546,Sergio Lozano,es ESP,MF,MF,Levante,es La Liga,26,1999,0.1,0,0,0,0,0,0,0,0,0,0
1547,Lucas,br BRA,MFDF,MF,Burnley,eng Premier League,24,2001,15.7,0,16,4,25,1.02,0.26,0,0,0,0
1548,Lorenzo Lucca,it ITA,FW,FW,Napoli,it Serie A,24,2000,4.5,1,15,5,33.3,3.31,1.1,0.07,0.2,0,0
1549,Lorenzo Lucca,it ITA,FW,FW,Nottingham,eng Premier League,24,2000,1.4,1,4,1,25,2.79,0.7,0.25,1,0,0
1550,Dimitri Lucea,fr FRA,DF,DF,PSG,fr Ligue 1,18,2007,0.7,0,0,0,0,0,0,0,0,0,0
1551,Jhon Lucumí,co COL,DF,DF,Bologna,it Serie A,27,1998,25.4,1,8,2,25,0.31,0.08,0.13,0.5,0,0
1552,Oier Luengo,es ESP,DF,DF,Oviedo,es La Liga,27,1997,2.5,0,1,0,0,0.4,0,0,0,0,0
1553,Florentino Luís,pt POR,MF,MF,Burnley,eng Premier League,25,1999,23.4,0,13,2,15.4,0.56,0.09,0,0,0,0
1554,José Luis Gayà,es ESP,DF,DF,Valencia,es La Liga,30,1995,27.2,1,13,3,23.1,0.48,0.11,0.08,0.33,0,0
1555,José Luis Morales,es ESP,MF,MF,Levante,es La Liga,38,1987,4,1,11,4,36.4,2.73,0.99,0,0,1,1
1556,Douglas Luiz,br BRA,MF,MF,Aston Villa,eng Premier League,27,1998,6.7,1,6,4,66.7,0.89,0.6,0.17,0.25,0,0
1557,Douglas Luiz,br BRA,MF,MF,Nottingham,eng Premier League,27,1998,3.5,0,5,1,20,1.43,0.29,0,0,0,0
1558,Romelu Lukaku,be BEL,FW,FW,Napoli,it Serie A,32,1993,0.5,1,2,1,50,4.09,2.05,0.5,1,0,0
1559,Castello Lukeba,fr FRA,DF,DF,RB Leipzig,de Bundesliga,22,2002,24.2,1,8,2,25,0.33,0.08,0.13,0.5,0,0
1560,Dodi Lukebakio,be BEL,MF,MF,Sevilla,es La Liga,27,1997,2,1,2,1,50,1,0.5,0.5,1,0,0
1561,Saša Lukić,rs SRB,MF,MF,Fulham,eng Premier League,28,1996,19.3,1,18,6,33.3,0.93,0.31,0.06,0.17,0,0
1562,Kristoffer Lund,us USA,DFMF,DF,Köln,de Bundesliga,23,2002,25.3,0,20,3,15,0.79,0.12,0,0,0,0
1563,Andriy Lunin,ua UKR,GK,GK,Real Madrid,es La Liga,26,1999,6,0,0,0,0,0,0,0,0,0,0
1564,Sebastiano Luperto,it ITA,DF,DF,Cremonese,it Serie A,28,1996,14.5,0,5,2,40,0.34,0.14,0,0,0,0
1565,Sebastiano Luperto,it ITA,DF,DF,Cagliari,it Serie A,28,1996,19,1,7,3,42.9,0.37,0.16,0.14,0.33,0,0
1566,Iker Luque,es ESP,DF,DF,Atlético Madrid,es La Liga,20,2005,0.3,1,3,2,66.7,9.64,6.43,0.33,0.5,0,0
1567,Mateus Lusuardi,br BRA,DF,DF,Pisa,it Serie A,21,2004,2.2,0,4,0,0,1.82,0,0,0,0,0
1568,Zito Luvumbo,ao ANG,FWMF,FW,Mallorca,es La Liga,23,2002,5.6,0,9,7,77.8,1.59,1.24,0,0,0,0
1569,Zito Luvumbo,ao ANG,MFFW,MF,Cagliari,it Serie A,23,2002,3.7,0,12,6,50,3.28,1.64,0,0,0,0
1570,Babis Lykogiannis,gr GRE,DF,DF,Bologna,it Serie A,31,1993,7,0,7,2,28.6,1,0.29,0,0,0,0
1571,Senne Lynen,be BEL,MF,MF,Werder Bremen,de Bundesliga,26,1999,30.6,0,25,4,16,0.82,0.13,0,0,0,0
1572,Mathias Løvik,no NOR,MF,MF,Parma,it Serie A,21,2003,5.2,0,3,0,0,0.57,0,0,0,0,0
1573,Ian Maatsen,nl NED,DF,DF,Aston Villa,eng Premier League,23,2002,17.8,0,20,5,25,1.12,0.28,0,0,0,0
1574,Alexis Mac Allister,ar ARG,MF,MF,Liverpool,eng Premier League,26,1998,29.5,2,52,12,23.1,1.76,0.41,0.04,0.17,0,0
1575,Tommaso Macchioni,it ITA,DF,DF,Sassuolo,it Serie A,19,2006,1,0,1,0,0,1,0,0,0,0,0
1576,Deiver Machado,co COL,DFMF,DF,Nantes,fr Ligue 1,31,1993,10.1,0,7,1,14.3,0.69,0.1,0,0,0,0
1577,Deiver Machado,co COL,MF,MF,Lens,fr Ligue 1,31,1993,3,0,6,1,16.7,1.98,0.33,0,0,0,0
1578,Koki Machida,jp JPN,DF,DF,Hoffenheim,de Bundesliga,27,1997,0.5,0,0,0,0,0,0,0,0,0,0
1579,Lanroy Machine,fr FRA,FW,FW,Angers,fr Ligue 1,19,2005,5.8,1,15,4,26.7,2.6,0.69,0.07,0.25,0,0
1580,Shuto Machino,jp JPN,FWMF,FW,Gladbach,de Bundesliga,25,1999,12,3,25,11,44,2.09,0.92,0.12,0.27,0,0
1581,Carlos Macià,es ESP,MF,MF,Villarreal,es La Liga,16,2008,0.9,0,1,0,0,1.08,0,0,0,0,0
1582,James Maddison,eng ENG,FWMF,FW,Tottenham,eng Premier League,28,1996,0.4,0,2,0,0,4.86,0,0,0,0,0
1583,Brian Madjo,lu LUX,FW,FW,Metz,fr Ligue 1,16,2009,1.7,0,3,1,33.3,1.72,0.57,0,0,0,0
1584,Noni Madueke,eng ENG,FWMF,FW,Arsenal,eng Premier League,23,2002,13.5,3,25,9,36,1.86,0.67,0.12,0.33,0,0
1585,Pablo Maffeo,es ESP,DF,DF,Mallorca,es La Liga,28,1997,29.6,1,7,1,14.3,0.24,0.03,0.14,1,0,0
1586,Gabriel Magalhães,br BRA,DF,DF,Arsenal,eng Premier League,27,1997,30.6,3,27,7,25.9,0.88,0.23,0.11,0.43,0,0
1587,Soungoutou Magassa,fr FRA,MF,MF,West Ham,eng Premier League,21,2003,10.9,1,7,2,28.6,0.64,0.18,0.14,0.5,0,0
1588,Hugo Magnetti,fr FRA,MF,MF,Brest,fr Ligue 1,27,1998,29.9,1,22,5,22.7,0.74,0.17,0.05,0.2,0,0
1589,Frank Magri,cm CMR,FWMF,FW,Toulouse,fr Ligue 1,25,1999,13.9,5,33,12,36.4,2.37,0.86,0.15,0.42,0,1
1590,Harry Maguire,eng ENG,DF,DF,Manchester Utd,eng Premier League,32,1993,18.4,1,14,4,28.6,0.76,0.22,0.07,0.25,0,0
1591,Arne Maier,de GER,MF,MF,Augsburg,de Bundesliga,26,1999,0,0,0,0,0,0,0,0,0,0,0
1592,Mike Maignan,fr FRA,GK,GK,Milan,it Serie A,30,1995,36.6,0,0,0,0,0,0,0,0,0,0
1593,Linton Maina,de GER,MFFW,MF,Köln,de Bundesliga,26,1999,11.4,2,20,8,40,1.76,0.7,0.1,0.25,0,0
1594,Patrick Mainka,de GER,DF,DF,Heidenheim,de Bundesliga,30,1994,34,2,37,9,24.3,1.09,0.26,0.05,0.22,0,0
1595,Kobbie Mainoo,eng ENG,MF,MF,Manchester Utd,eng Premier League,20,2005,18.5,1,13,3,23.1,0.7,0.16,0.08,0.33,0,0
1596,Ainsley Maitland-Niles,eng ENG,DFMF,DF,Lyon,fr Ligue 1,27,1997,27.6,1,14,7,50,0.51,0.25,0.07,0.14,0,1
1597,Radosław Majecki,pl POL,GK,GK,Brest,fr Ligue 1,25,1999,9.6,0,0,0,0,0,0,0,0,0,0
1598,Lovro Majer,hr CRO,MF,MF,Wolfsburg,de Bundesliga,27,1998,15.2,2,27,6,22.2,1.77,0.39,0.07,0.33,0,0
1599,Hamidou Makalou,ml MLI,MF,MF,Brest,fr Ligue 1,19,2006,3.8,0,4,1,25,1.06,0.26,0,0,0,0
1600,Jean-Victor Makengo,fr FRA,MF,MF,Lorient,fr Ligue 1,27,1998,20,4,39,14,35.9,1.95,0.7,0.1,0.29,0,0
1601,Jordy Makengo,fr FRA,DF,DF,Freiburg,de Bundesliga,23,2001,13.1,0,0,0,0,0,0,0,0,0,0
1602,Andrija Maksimović,rs SRB,FW,FW,RB Leipzig,de Bundesliga,18,2007,1,0,2,0,0,1.94,0,0,0,0,0
1603,Said El Mala,de GER,FWMF,FW,Köln,de Bundesliga,18,2006,21.7,13,74,30,40.5,3.4,1.38,0.16,0.4,1,1
1604,Tyrell Malacia,nl NED,DF,DF,Manchester Utd,eng Premier League,25,1999,0.2,0,0,0,0,0,0,0,0,0,0
1605,Julián Malatini,ar ARG,DF,DF,Werder Bremen,de Bundesliga,24,2001,5.7,0,2,0,0,0.35,0,0,0,0,0
1606,Daniel Maldini,it ITA,FW,FW,Lazio,it Serie A,23,2001,7.6,2,15,5,33.3,1.97,0.66,0.13,0.4,0,0
1607,Daniel Maldini,it ITA,MF,MF,Atalanta,it Serie A,23,2001,2.9,0,8,2,25,2.73,0.68,0,0,0,0
1608,Youssef Maleh,ma MAR,MF,MF,Cremonese,it Serie A,26,1998,12.2,1,15,3,20,1.23,0.25,0.07,0.33,0,0
1609,Youssef Maleh,ma MAR,MF,MF,Lecce,it Serie A,26,1998,5.1,0,7,1,14.3,1.37,0.2,0,0,0,0
1610,Donyell Malen,nl NED,FWMF,FW,Aston Villa,eng Premier League,26,1999,7.3,4,27,9,33.3,3.7,1.23,0.15,0.44,0,0
1611,Donyell Malen,nl NED,FW,FW,Roma,it Serie A,26,1999,16.3,14,70,31,44.3,4.29,1.9,0.16,0.35,3,4
1612,Ruslan Malinovskyi,ua UKR,MF,MF,Genoa,it Serie A,32,1993,24.8,6,55,15,27.3,2.21,0.6,0.05,0.2,3,3
1613,Lennard Maloney,us USA,DFMF,DF,Mainz 05,de Bundesliga,25,1999,5.4,0,5,1,20,0.93,0.19,0,0,0,0
1614,Pape Mamadou Sy,sn SEN,GK,GK,Metz,fr Ligue 1,28,1997,7.8,0,0,0,0,0,0,0,0,0,0
1615,Giorgi Mamardashvili,ge GEO,GK,GK,Liverpool,eng Premier League,24,2000,9.6,0,0,0,0,0,0,0,0,0,0
1616,Felix Mambimbi,ch SUI,FWMF,FW,Le Havre,fr Ligue 1,24,2001,5.9,1,6,2,33.3,1.02,0.34,0.17,0.5,0,0
1617,Aitor Mañas,es ESP,FW,FW,Alavés,es La Liga,22,2003,1.4,0,2,1,50,1.48,0.74,0,0,0,0
1618,Gianluca Mancini,it ITA,DF,DF,Roma,it Serie A,29,1996,34,4,20,8,40,0.59,0.24,0.2,0.5,0,0
1619,Reinildo Mandava,mz MOZ,DF,DF,Sunderland,eng Premier League,31,1994,21.8,0,4,0,0,0.18,0,0,0,0,0
1620,Aïssa Mandi,dz ALG,DF,DF,Lille,fr Ligue 1,33,1991,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,0,0
1621,Rolando Mandragora,it ITA,MF,MF,Fiorentina,it Serie A,28,1997,26.9,7,64,18,28.1,2.38,0.67,0.09,0.33,1,1
1622,Filippo Mane,it ITA,DF,DF,Dortmund,de Bundesliga,20,2005,1.5,0,0,0,0,0,0,0,0,0,0
1623,Mateus Mane,pt POR,MF,MF,Wolves,eng Premier League,17,2007,19.9,3,41,17,41.5,2.06,0.85,0.07,0.18,0,0
1624,Orel Mangala,be BEL,MF,MF,Lyon,fr Ligue 1,27,1998,4.6,0,4,1,25,0.87,0.22,0,0,0,0
1625,Bendito Mantato,eng ENG,MF,MF,Manchester Utd,eng Premier League,17,2008,0.2,0,0,0,0,0,0,0,0,0,0
1626,Brad Mantsounga,cg CGO,DF,DF,Nice,fr Ligue 1,17,2007,1,0,0,0,0,0,0,0,0,0,0
1627,Johan Manzambi,ch SUI,MF,MF,Freiburg,de Bundesliga,19,2005,23.1,5,51,13,25.5,2.21,0.56,0.1,0.38,0,0
1628,Sekou Mara,fr FRA,FW,FW,Auxerre,fr Ligue 1,23,2002,13.6,3,33,12,36.4,2.42,0.88,0.09,0.25,0,0
1629,Alessandro Marcandalli,it ITA,DF,DF,Genoa,it Serie A,22,2002,28.9,0,5,2,40,0.17,0.07,0,0,0,0
1630,Marcão,br BRA,DF,DF,Sevilla,es La Liga,29,1996,10.4,1,10,2,20,0.96,0.19,0.1,0.5,0,0
1631,Solly March,eng ENG,MF,MF,Brighton,eng Premier League,31,1994,0.5,0,1,1,100,2.2,2.2,0,0,0,0
1632,Vincent Marchetti,fr FRA,MF,MF,Paris FC,fr Ligue 1,28,1997,9.2,2,24,7,29.2,2.62,0.76,0.08,0.29,0,0
1633,Pablo Marí,es ESP,DF,DF,Fiorentina,it Serie A,31,1993,9,0,2,0,0,0.22,0,0,0,0,0
1634,José María Giménez,uy URU,DF,DF,Atlético Madrid,es La Liga,30,1995,13.1,0,13,3,23.1,0.99,0.23,0,0,0,0
1635,Mariano,do DOM,FW,FW,Alavés,es La Liga,31,1993,3.2,0,6,3,50,1.87,0.94,0,0,0,0
1636,Luca Marianucci,it ITA,DF,DF,Torino,it Serie A,21,2004,6.4,0,1,0,0,0.16,0,0,0,0,0
1637,Luca Marianucci,it ITA,DF,DF,Napoli,it Serie A,21,2004,1.3,0,1,0,0,0.76,0,0,0,0,0
1638,Arkaitz Mariezkurrena,es ESP,FW,FW,Real Sociedad,es La Liga,20,2005,0,0,0,0,0,0,0,0,0,0,0
1639,Marius Marin,ro ROU,MF,MF,Pisa,it Serie A,26,1998,14.2,0,3,0,0,0.21,0,0,0,0,0
1640,Pablo Marín,es ESP,MF,MF,Real Sociedad,es La Liga,22,2003,16.7,0,13,4,30.8,0.78,0.24,0,0,0,0
1641,Rafa Marín,es ESP,DF,DF,Villarreal,es La Liga,23,2002,22,1,5,1,20,0.23,0.05,0.2,1,0,0
1642,Renato Marin,it ITA,GK,GK,PSG,fr Ligue 1,19,2006,2,0,0,0,0,0,0,0,0,0,0
1643,João Mário Lopes,pt POR,DFMF,DF,Bologna,it Serie A,25,2000,8.2,1,4,2,50,0.49,0.24,0.25,0.5,0,0
1644,João Mário Lopes,pt POR,MF,MF,Juventus,it Serie A,25,2000,2.9,0,3,0,0,1.05,0,0,0,0,0
1645,Guillermo Maripán,cl CHI,DF,DF,Torino,it Serie A,31,1994,23.8,2,18,8,44.4,0.76,0.34,0.11,0.25,0,0
1646,Omar Marmoush,eg EGY,FWMF,FW,Manchester City,eng Premier League,26,1999,7.8,3,30,9,30,3.86,1.16,0.1,0.33,0,0
1647,Tomas Marques,es ESP,MF,MF,Barcelona,es La Liga,18,2006,0.1,0,0,0,0,0,0,0,0,0,0
1648,Marquinhos,br BRA,DF,DF,PSG,fr Ligue 1,31,1994,11.7,0,3,0,0,0.26,0,0,0,0,0
1649,Unai Marrero,es ESP,GK,GK,Real Sociedad,es La Liga,23,2001,1,0,0,0,0,0,0,0,0,0,0
1650,Callum Marshall,nir NIR,FW,FW,West Ham,eng Premier League,20,2004,0.7,0,1,0,0,1.5,0,0,0,0,0
1651,Eric Martel,de GER,MFDF,MF,Köln,de Bundesliga,23,2002,28.4,2,23,4,17.4,0.81,0.14,0.09,0.5,0,0
1652,Aarón Martín,es ESP,MFDF,MF,Genoa,it Serie A,28,1997,24,1,11,4,36.4,0.46,0.17,0.09,0.25,0,1
1653,Carlos Martín,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,23,2002,5,0,9,4,44.4,1.8,0.8,0,0,0,0
1654,Gerard Martín,es ESP,DF,DF,Barcelona,es La Liga,23,2002,23.5,0,7,4,57.1,0.3,0.17,0,0,0,0
1655,Iván Martín,es ESP,MF,MF,Girona,es La Liga,26,1999,28.1,0,13,5,38.5,0.46,0.18,0,0,0,0
